symbol,series,stock_date,previous_close,open_price,high_price,low_price,last_traded_price,close_price,avg_price,total_trade_qty,turnover_in_lacs,no_of_trades,delivered_qty,delivered_percentage,52_week_high,52_week_high_date,52_week_low,52_week_low_date
KOKUYOCMLN,EQ,2024-10-03,201.61,200.0,200.08,189.07,190.0,189.96,193.61,194611,376.79,3226, 125848,64.67,230.89,2024-09-20,109.6,2024-03-27
KOLTEPATIL,EQ,2024-10-03,397.35,392.6,395.0,383.15,386.0,386.45,388.49,153080,594.71,6776, 85927,56.13,585.0,2024-01-09,345.0,2024-08-14
KOPRAN,EQ,2024-10-03,332.95,329.95,334.35,323.5,326.0,326.4,328.6,336848,1106.88,10215, 141204,41.92,369.7,2024-09-09,185.45,2023-10-26
KOTAKBANK,EQ,2024-10-03,1879.4,1857.9,1863.65,1815.8,1824.6,1822.8,1838.11,6363232,116963.45,256840, 4927309,77.43,1942.0,2024-09-23,1543.85,2024-05-03
KOTARISUG,EQ,2024-10-03,56.88,55.5,58.0,55.5,55.9,55.73,56.46,244220,137.87,2876, 128258,52.52,71.7,2024-02-07,47.5,2023-10-26
KOTHARIPET,EQ,2024-10-03,228.46,227.2,227.2,219.91,224.8,221.58,222.62,99678,221.9,2452, 60703,60.9,267.42,2024-09-05,108.15,2024-03-14
KPIL,EQ,2024-10-03,1349.2,1336.0,1342.3,1310.1,1314.0,1313.8,1320.87,195787,2586.09,15107, 119353,60.96,1449.0,2024-09-06,601.25,2023-11-07
KPITTECH,EQ,2024-10-03,1672.5,1667.55,1713.3,1640.05,1672.0,1676.05,1690.9,2440970,41274.34,111205, 1570113,64.32,1928.7,2024-07-12,1091.2,2023-10-26
KPRMILL,EQ,2024-10-03,960.75,955.0,967.85,933.35,938.3,941.7,951.04,251089,2387.97,20826, 130617,52.02,1053.0,2024-09-25,710.0,2024-02-22
KRBL,EQ,2024-10-03,302.5,300.0,302.55,292.6,294.85,294.75,297.36,587947,1748.3,16547, 285185,48.51,410.0,2023-10-03,258.15,2024-06-04
KRIDHANINF,EQ,2024-10-03,4.41,4.5,4.63,4.25,4.43,4.35,4.51,295125,13.3,788, 155207,52.59,7.55,2024-02-28,2.25,2023-10-30
KRISHANA,EQ,2024-10-03,232.62,232.0,234.7,228.0,229.89,228.7,231.21,20611,47.65,1429, 8717,42.29,311.95,2024-06-21,205.05,2024-02-19
KRITI,EQ,2024-10-03,237.78,233.0,237.59,228.39,233.9,231.75,233.0,45507,106.03,1536, 28919,63.55,270.0,2024-09-18,88.4,2023-11-13
KRITIKA,EQ,2024-10-03,17.73,16.84,16.84,16.84,16.84,16.84,16.84,477032,80.33,2668, 477032,100.0,29.25,2023-12-18,9.9,2023-12-19
KRN,EQ,2024-10-03,220.0,480.0,513.5,450.0,473.99,478.79,481.46,33592188,161732.97,492964, 9675210,28.8,0.0,0,0.0,0
KRONOX,EQ,2024-10-03,169.56,167.0,168.05,161.85,161.85,163.05,164.15,246360,404.39,5218, 141091,57.27,200.5,2024-09-11,138.14,2024-08-16
KROSS,EQ,2024-10-03,212.37,206.3,212.45,204.1,205.05,206.62,206.58,557069,1150.78,17502, 269741,48.42,270.89,2024-09-16,207.52,2024-09-30
KRSNAA,EQ,2024-10-03,854.95,845.1,861.0,834.8,850.0,855.15,850.42,91408,777.35,8648, 42087,46.04,880.6,2024-09-20,528.05,2024-06-05
KRYSTAL,EQ,2024-10-03,744.85,732.0,746.0,715.1,728.8,725.4,729.65,42471,309.89,2853, 23508,55.35,1021.95,2024-04-12,627.95,2024-06-04
KSB,EQ,2024-10-03,906.35,900.0,923.6,871.25,878.8,876.1,891.74,450783,4019.82,15746, 349555,77.54,1060.0,2024-07-15,558.94,2023-10-26
KSCL,EQ,2024-10-03,983.8,978.75,980.45,955.0,966.4,959.6,966.3,83087,802.87,8739, 41503,49.95,1201.0,2024-09-10,578.0,2023-10-09
KSL,EQ,2024-10-03,856.8,856.0,880.5,850.05,868.2,869.1,869.75,83550,726.68,5174, 42132,50.43,1083.0,2024-07-12,423.5,2023-10-25
KSOLVES,EQ,2024-10-03,1031.35,1031.0,1031.0,1001.05,1014.0,1014.8,1018.31,25365,258.29,2504, 16969,66.9,1467.4,2024-01-19,955.55,2024-06-04
KTKBANK,EQ,2024-10-03,239.48,236.98,236.99,231.2,232.03,232.03,233.08,1930962,4500.64,24622, 1251930,64.83,286.55,2024-01-20,192.0,2024-06-04
KUANTUM,EQ,2024-10-03,139.16,139.0,139.0,136.61,137.4,137.19,137.65,55768,76.76,1463, 40240,72.16,199.95,2023-10-17,126.4,2024-06-04
LAGNAM,EQ,2024-10-03,115.7,113.98,117.59,112.05,114.01,112.75,114.26,30626,34.99,1511, 10594,34.59,175.76,2024-07-22,62.75,2023-10-04
LALPATHLAB,EQ,2024-10-03,3415.65,3414.85,3462.85,3364.95,3431.0,3419.35,3430.23,274422,9413.3,37984, 114277,41.64,3459.4,2024-08-30,1943.7,2024-03-19
LAMBODHARA,EQ,2024-10-03,175.01,174.12,180.0,168.16,172.0,170.07,174.5,29911,52.19,1634, 14343,47.95,228.0,2024-08-06,128.15,2024-06-04
LANCORHOL,EQ,2024-10-03,42.45,43.25,43.25,41.21,41.55,41.98,42.03,87692,36.86,1644, 35006,39.92,57.0,2024-04-10,38.31,2024-07-23
LANDMARK,EQ,2024-10-03,664.05,652.0,670.0,636.05,652.05,654.8,656.21,206797,1357.03,7997, 124016,59.97,905.0,2024-02-07,541.2,2024-08-16
LAOPALA,EQ,2024-10-03,353.4,353.9,353.9,341.0,342.1,343.2,345.52,135535,468.29,8276, 79023,58.3,466.7,2023-10-19,290.4,2024-06-04
LATENTVIEW,EQ,2024-10-03,475.05,472.0,477.95,460.1,464.15,463.1,467.23,253352,1183.73,8455, 154770,61.09,575.0,2024-07-16,392.85,2023-10-04
LAURUSLABS,EQ,2024-10-03,469.3,461.65,470.9,457.85,459.95,460.8,464.38,2101593,9759.43,36381, 1028218,48.93,518.0,2024-09-10,349.4,2023-10-26
LAXMICOT,EQ,2024-10-03,36.51,36.2,36.5,35.1,35.11,35.3,35.63,87525,31.19,1242, 40938,46.77,42.38,2024-09-06,19.95,2023-10-06
LAXMIMACH,EQ,2024-10-03,18282.15,18052.0,18343.05,17619.45,17780.0,17766.45,17972.01,6976,1253.73,2461, 3373,48.35,19199.95,2024-09-27,12722.3,2023-11-16
LEMONTREE,EQ,2024-10-03,121.74,119.41,120.54,116.95,118.4,117.86,118.56,3677458,4359.91,51058, 2134210,58.03,158.0,2024-05-06,100.75,2023-10-26
LEXUS,EQ,2024-10-03,41.52,41.75,49.82,40.5,49.82,48.07,46.63,594881,277.42,3381, 319748,53.75,56.7,2024-04-26,31.55,2024-03-27
LFIC,EQ,2024-10-03,361.35,349.95,349.95,325.25,326.5,327.35,333.28,109372,364.51,3657, 42536,38.89,372.0,2024-10-01,122.9,2023-10-09
LGBBROSLTD,EQ,2024-10-03,1392.45,1380.0,1399.6,1351.1,1375.0,1375.5,1372.08,42824,587.58,2861, 28756,67.15,1574.8,2024-09-02,963.9,2023-10-25
LIBAS,EQ,2024-10-03,19.99,19.99,19.99,18.55,19.2,19.04,19.18,109495,21.0,680, 64760,59.14,27.35,2024-02-07,12.8,2023-10-26
LICHSGFIN,EQ,2024-10-03,659.25,654.9,655.9,630.05,635.8,636.6,642.01,2143072,13758.84,64218, 981638,45.81,826.75,2024-07-16,432.0,2023-10-26
LICI,EQ,2024-10-03,1000.05,990.0,994.85,964.25,968.85,967.35,978.47,1963460,19211.96,91164, 1227855,62.54,1222.0,2024-08-01,597.35,2023-10-26
LICMFGOLD,EQ,2024-10-03,6904.15,6999.0,7073.65,6925.0,6926.0,6926.15,6945.77,1647,114.4,200, 1492,90.59,7087.4,2024-09-30,5111.0,2023-10-03
LICNETFGSC,EQ,2024-10-03,26.53,26.69,26.7,26.16,26.46,26.49,26.42,61266,16.19,227, 44202,72.15,27.97,2024-02-08,23.1,2023-10-27
LICNETFN50,EQ,2024-10-03,301.91,317.0,317.0,278.4,278.55,278.81,280.35,100675,282.24,2172, 87029,86.45,326.0,2024-10-01,203.5,2023-10-30
LICNETFSEN,EQ,2024-10-03,935.0,924.16,930.0,915.0,930.0,930.0,920.91,179,1.65,32, 157,87.71,989.0,2024-09-17,674.99,2023-10-26
LICNFNHGP,EQ,2024-10-03,284.75,287.99,288.0,277.4,282.99,281.57,282.89,1041,2.94,103, 706,67.82,325.0,2024-09-16,200.75,2023-10-26
LICNMID100,EQ,2024-10-03,60.23,59.03,60.72,59.01,59.3,59.49,59.79,12406,7.42,269, 9541,76.91,61.38,2024-09-30,44.1,2024-03-14
LIKHITHA,EQ,2024-10-03,382.95,371.8,379.9,367.7,371.75,370.25,373.96,131993,493.61,5485, 75977,57.56,497.45,2024-06-24,230.15,2024-03-28
LINC,EQ,2024-10-03,675.75,664.95,674.25,633.1,645.05,645.55,651.35,49207,320.51,2125, 30280,61.54,900.0,2023-10-30,463.2,2024-03-13
LINCOLN,EQ,2024-10-03,695.6,680.05,693.2,668.1,675.1,674.85,680.43,48864,332.49,3105, 28412,58.15,811.85,2024-09-10,472.0,2023-10-26
LINDEINDIA,EQ,2024-10-03,8406.15,8150.0,8495.0,8150.0,8220.0,8233.0,8334.49,48308,4026.22,11611, 18037,37.34,9935.05,2024-05-22,5325.0,2024-01-18
LIQUID,EQ,2024-10-03,999.99,999.99,1000.0,999.99,1000.0,999.99,1000.0,380929,3809.28,775, 255687,67.12,1018.0,2024-05-09,997.6,2024-04-08
LIQUID1,EQ,2024-10-03,1011.28,1011.48,1011.48,1011.44,1011.45,1011.45,1011.45,97880,990.01,99, 79282,81.0,1120.0,2024-09-10,999.0,2024-04-08
LIQUIDADD,EQ,2024-10-03,1033.53,1033.69,1033.71,1033.69,1033.69,1033.7,1033.7,739825,7647.6,2030, 498387,67.37,1219.7,2024-06-28,949.27,2024-07-15
LIQUIDBEES,EQ,2024-10-03,1000.0,999.99,1000.01,999.99,1000.01,1000.0,1000.01,9514460,95145.21,26406, 9012483,94.72,1030.0,2024-09-04,970.0,2024-08-01
LIQUIDBETF,EQ,2024-10-03,999.99,999.99,1000.0,999.99,1000.0,999.99,999.99,12111,121.11,64, 5010,41.37,1030.0,2024-07-05,899.95,2024-07-05
LIQUIDCASE,EQ,2024-10-03,104.61,107.75,107.75,101.45,104.64,104.63,104.63,10216355,10689.6,27551, 7141039,69.9,107.6,2024-09-25,98.35,2024-04-02
LIQUIDETF,EQ,2024-10-03,1000.0,1000.0,1000.01,999.99,999.99,999.99,1000.0,603316,6033.17,7271, 336104,55.71,1045.0,2023-10-23,991.25,2024-03-26
LIQUIDIETF,EQ,2024-10-03,999.99,1000.0,1000.01,999.99,1000.0,999.99,1000.0,1302550,13025.5,2348, 729073,55.97,1030.0,2024-09-09,970.0,2024-02-09
LIQUIDSBI,EQ,2024-10-03,1000.0,1000.0,1000.01,999.99,1000.01,1000.0,999.99,7872,78.72,71, 5941,75.47,1000.01,2024-10-01,995.0,2023-11-02
LIQUIDSHRI,EQ,2024-10-03,1015.3,1015.62,1015.63,1015.62,1015.63,1015.62,1015.63,35930,364.92,115, 32951,91.71,1034.89,2024-09-30,1000.0,2024-08-09
LLOYDSENGG,EQ,2024-10-03,80.11,79.0,79.81,77.06,77.28,77.41,78.28,5065213,3965.15,28358, 2456401,48.5,93.4,2024-07-29,39.6,2023-12-29
LLOYDSME,EQ,2024-10-03,980.75,970.05,992.0,959.2,980.0,985.6,979.25,733318,7181.05,44084, 292766,39.92,985.0,2024-10-01,492.0,2023-11-06
LODHA,EQ,2024-10-03,1221.05,1217.0,1217.0,1171.0,1175.0,1175.85,1185.42,1615291,19148.04,123233, 803331,49.73,1649.95,2024-06-18,701.7,2023-10-26
LOKESHMACH,EQ,2024-10-03,362.6,370.0,398.85,363.0,389.0,389.7,390.91,452219,1767.75,7849, 174703,38.63,475.75,2024-04-18,200.85,2023-10-03
LORDSCHLO,EQ,2024-10-03,135.15,134.97,135.58,130.86,132.0,131.81,132.09,18494,24.43,894, 10629,57.47,186.5,2023-12-18,91.0,2024-03-18
LOTUSEYE,EQ,2024-10-03,82.4,81.51,83.0,78.5,80.25,81.18,80.85,94335,76.27,2065, 51808,54.92,111.0,2023-11-16,48.5,2024-03-05
LOWVOL,EQ,2024-10-03,217.04,216.14,216.14,212.52,212.76,212.73,214.37,4806,10.3,118, 4133,86.0,220.0,2024-10-01,147.0,2023-10-26
LOWVOL1,EQ,2024-10-03,22.24,22.24,22.24,21.72,21.92,21.79,21.9,168644,36.92,1080, 139274,82.58,23.41,2024-09-11,14.86,2023-10-09
LOWVOLIETF,EQ,2024-10-03,23.37,24.05,24.05,22.85,23.23,22.93,23.0,2020855,464.83,7554, 1618092,80.07,24.4,2024-09-30,17.41,2023-12-21
LOYALTEX,EQ,2024-10-03,553.4,551.0,551.0,515.3,521.0,519.85,534.41,2173,11.61,422, 1251,57.57,774.9,2023-12-13,484.2,2024-03-13
LT,EQ,2024-10-03,3653.5,3582.5,3617.0,3485.4,3505.5,3497.65,3535.43,5315877,187939.05,402180, 3826671,71.99,3919.9,2024-06-03,2856.15,2023-10-30
LTF,EQ,2024-10-03,188.12,185.0,186.5,180.0,180.9,181.23,182.72,11643302,21274.23,85590, 5735507,49.26,194.25,2024-07-02,126.6,2023-10-26
LTFOODS,EQ,2024-10-03,399.1,395.15,402.5,390.35,395.6,394.1,396.47,553597,2194.83,30280, 284550,51.4,447.95,2024-09-17,150.35,2023-10-26
LTGILTBEES,EQ,2024-10-03,26.92,26.99,26.99,26.88,26.94,26.92,26.91,5347129,1439.18,2293, 4603753,86.1,27.54,2024-08-26,23.94,2023-11-15
LTIM,EQ,2024-10-03,6273.45,6199.95,6305.0,6152.5,6178.0,6183.85,6211.4,297603,18485.32,36140, 141676,47.61,6574.95,2024-09-19,4513.55,2024-06-04
LTTS,EQ,2024-10-03,5345.65,5300.0,5321.35,5091.05,5107.0,5099.95,5151.41,320993,16535.66,55430, 161551,50.33,6000.0,2024-08-29,4111.0,2023-10-26
LUMAXIND,EQ,2024-10-03,2567.5,2585.4,2585.4,2472.0,2484.9,2480.6,2504.07,8508,213.05,2762, 5488,64.5,3033.8,2024-06-20,2099.0,2023-10-25
LUMAXTECH,EQ,2024-10-03,572.2,572.15,573.9,557.55,564.95,561.95,566.0,126795,717.66,8354, 76172,60.07,609.95,2024-07-02,332.35,2023-10-25
LUPIN,EQ,2024-10-03,2194.4,2180.4,2200.0,2154.3,2187.65,2183.6,2180.25,504882,11007.68,37847, 266253,52.74,2312.0,2024-09-05,1123.0,2023-10-31
LUXIND,EQ,2024-10-03,2172.1,2150.0,2171.0,2100.0,2109.0,2111.85,2134.46,84322,1799.82,11333, 34367,40.76,2493.0,2024-08-06,1071.75,2024-03-28
LXCHEM,EQ,2024-10-03,291.85,286.6,293.85,284.8,286.0,286.7,288.56,1131026,3263.63,26183, 462827,40.92,325.5,2024-09-11,220.0,2024-06-04
LYKALABS,EQ,2024-10-03,142.0,140.0,145.38,138.5,140.75,139.93,142.17,90559,128.75,1599, 52960,58.48,172.5,2024-09-06,97.9,2024-06-04
M&M,EQ,2024-10-03,3165.5,3085.0,3171.0,3072.45,3137.6,3129.85,3135.52,3237011,101497.23,220055, 1626666,50.25,3222.1,2024-09-27,1450.0,2023-11-01
M&MFIN,EQ,2024-10-03,330.1,327.9,329.15,320.6,322.0,322.25,323.91,1904229,6168.08,25391, 859712,45.15,343.0,2024-09-27,237.35,2023-10-30
MAANALU,EQ,2024-10-03,180.05,176.31,179.7,168.39,177.0,177.08,173.96,1413452,2458.77,15923, 394574,27.92,195.0,2024-10-01,85.3,2023-10-10
MADHAV,EQ,2024-10-03,54.17,55.89,55.89,53.25,53.25,53.42,53.97,8212,4.43,328, 3695,45.0,91.75,2024-01-09,37.0,2024-03-13
MADRASFERT,EQ,2024-10-03,105.63,105.15,105.15,101.0,101.67,101.41,102.76,199737,205.24,2996, 93336,46.73,134.0,2024-07-12,72.25,2023-10-26
MAFANG,EQ,2024-10-03,94.78,94.21,95.78,93.16,93.4,93.56,94.14,716344,674.4,10975, 457021,63.8,102.75,2024-07-09,59.0,2023-10-27
MAGADSUGAR,EQ,2024-10-03,912.45,905.65,935.0,890.85,918.65,921.9,918.67,47891,439.96,3241, 18043,37.68,1010.0,2024-09-27,522.0,2024-03-20
MAGNUM,EQ,2024-10-03,46.55,45.5,46.52,44.5,44.7,44.84,45.44,48780,22.17,1236, 28562,58.55,77.71,2024-01-23,35.95,2023-10-10
MAHABANK,EQ,2024-10-03,59.88,59.0,59.3,58.07,58.5,58.45,58.68,8713928,5113.15,39095, 4029944,46.25,73.5,2024-06-03,38.65,2023-10-26
MAHEPC,EQ,2024-10-03,129.07,129.99,129.99,126.0,127.0,126.94,127.33,41412,52.73,1206, 24168,58.36,179.65,2024-06-14,108.05,2023-10-30
MAHESHWARI,EQ,2024-10-03,67.38,66.55,66.77,65.21,65.22,65.34,65.82,24228,15.95,423, 15694,64.78,102.45,2023-11-02,59.15,2024-06-05
MAHKTECH,EQ,2024-10-03,19.21,19.84,20.54,18.49,20.54,20.48,19.85,13607444,2700.99,19195, 7258804,53.34,19.21,2024-10-01,11.65,2024-02-01
MAHLIFE,EQ,2024-10-03,535.75,530.0,533.95,520.55,524.0,524.45,526.85,131697,693.84,8534, 79960,60.72,678.8,2024-04-25,475.0,2023-11-01
MAHLOG,EQ,2024-10-03,484.1,477.0,493.55,471.15,482.9,483.85,481.47,122037,587.57,9059, 59693,48.91,554.7,2024-07-02,348.05,2023-10-31
MAHSCOOTER,EQ,2024-10-03,11858.95,11526.0,12200.0,11450.5,11450.5,11593.65,11641.28,9924,1155.28,4003, 2666,26.86,12788.0,2024-09-25,6732.1,2024-03-13
MAHSEAMLES,EQ,2024-10-03,645.2,644.95,647.8,624.1,633.0,632.8,635.95,263764,1677.4,17978, 149593,56.71,1097.0,2024-01-30,569.25,2024-08-09
MAITHANALL,EQ,2024-10-03,1184.1,1185.8,1195.9,1131.25,1143.0,1139.15,1156.0,70868,819.24,7121, 34671,48.92,1359.0,2024-05-02,955.0,2024-03-20
MAKEINDIA,EQ,2024-10-03,158.37,157.55,157.55,154.64,155.15,155.16,155.65,104921,163.31,1992, 88327,84.18,161.1,2024-09-25,93.75,2023-10-25
MALUPAPER,EQ,2024-10-03,45.43,46.0,54.51,44.61,53.5,53.48,53.52,1492911,798.96,8161, 490602,32.86,69.9,2024-01-31,34.0,2024-07-02
MANAKSIA,EQ,2024-10-03,105.36,102.99,104.86,101.2,101.32,101.54,102.48,163754,167.82,2348, 84105,51.36,155.95,2023-10-18,90.35,2024-08-14
MANAKSTEEL,EQ,2024-10-03,68.68,69.35,72.0,67.2,68.0,68.12,69.84,163907,114.47,1923, 89701,54.73,107.0,2024-01-30,39.55,2023-10-26
MANALIPETC,EQ,2024-10-03,82.22,80.45,82.19,79.2,79.5,79.62,80.46,355304,285.87,4402, 187270,52.71,104.95,2024-07-10,55.95,2024-03-28
MANAPPURAM,EQ,2024-10-03,197.47,195.06,196.45,190.26,191.35,191.23,192.45,9103251,17519.38,110181, 3457248,37.98,230.4,2024-07-19,125.35,2023-10-26
MANCREDIT,EQ,2024-10-03,137.65,137.0,139.88,135.09,135.51,137.28,137.62,35637,49.04,1048, 8414,23.61,169.0,2024-08-19,126.1,2024-08-16
MANGALAM,EQ,2024-10-03,126.2,126.2,126.2,122.11,124.49,122.91,123.74,47628,58.94,1003, 27539,57.82,144.99,2024-08-26,90.8,2024-03-28
MANGCHEFER,EQ,2024-10-03,133.71,131.0,135.0,128.1,129.5,129.52,131.26,314003,412.15,3380, 196477,62.57,156.1,2024-01-29,94.4,2024-06-04
MANGLMCEM,EQ,2024-10-03,919.25,911.05,927.0,881.25,885.5,889.15,898.35,128433,1153.78,7702, 89482,69.67,1093.7,2024-09-04,351.45,2023-10-23
MANINDS,EQ,2024-10-03,345.45,346.0,347.9,332.35,339.85,340.0,340.1,240873,819.21,5559, 122601,50.9,513.7,2024-07-08,181.0,2023-10-03
MANINFRA,EQ,2024-10-03,191.26,189.0,198.4,188.26,190.04,190.22,193.23,2309080,4461.77,38369, 474364,20.54,249.3,2024-02-05,137.2,2023-11-07
MANKIND,EQ,2024-10-03,2578.95,2579.0,2617.0,2495.95,2531.75,2537.8,2553.49,498463,12728.2,59838, 181628,36.44,2780.0,2024-09-24,1683.05,2023-11-01
MANORAMA,EQ,2024-10-03,826.3,818.8,857.75,812.05,820.7,821.6,832.65,39275,327.02,3399, 24745,63.0,910.75,2024-08-21,301.55,2024-03-13
MANUGRAPH,EQ,2024-10-03,24.76,24.22,26.99,24.06,25.7,26.15,26.08,572087,149.21,1843, 215231,37.62,35.2,2024-02-01,18.0,2024-06-07
MANYAVAR,EQ,2024-10-03,1357.5,1345.45,1346.65,1290.1,1294.85,1301.25,1316.54,146139,1923.97,10859, 89661,61.35,1487.9,2023-12-08,886.05,2024-04-15
MAPMYINDIA,EQ,2024-10-03,2199.6,2157.95,2208.85,2135.0,2137.0,2146.85,2180.77,157178,3427.69,20267, 59188,37.66,2747.85,2024-06-21,1600.0,2024-03-14
MARALOVER,EQ,2024-10-03,75.6,74.03,77.7,73.61,75.69,76.17,75.42,52626,39.69,2283, 13780,26.18,102.0,2024-01-31,61.0,2024-03-13
MARATHON,EQ,2024-10-03,686.1,679.9,690.9,655.0,657.9,659.7,671.01,55220,370.53,2836, 34337,62.18,736.9,2024-09-23,337.7,2024-06-04
MARICO,EQ,2024-10-03,693.65,694.0,719.85,690.35,699.7,699.05,702.48,4581037,32180.65,131771, 1552771,33.9,713.5,2024-09-27,486.3,2024-03-19
MARKSANS,EQ,2024-10-03,300.15,294.35,298.95,284.1,290.3,289.1,290.63,2949447,8572.07,62342, 1142523,38.74,328.8,2024-09-20,97.45,2023-10-26
MARSHALL,EQ,2024-10-03,33.64,33.75,33.75,33.0,33.45,33.18,33.27,115916,38.56,2184, 31993,27.6,60.3,2023-10-11,22.3,2024-05-07
MARUTI,EQ,2024-10-03,13166.0,12941.05,13148.0,12592.3,12699.0,12647.35,12779.56,863520,110354.05,151765, 566985,65.66,13680.0,2024-08-01,9737.65,2024-01-18
MASFIN,EQ,2024-10-03,288.85,285.0,287.7,280.0,282.9,282.3,283.11,246950,699.14,13439, 138991,56.28,387.95,2024-02-22,269.45,2024-03-14
MASPTOP50,EQ,2024-10-03,44.03,43.65,44.44,42.7,43.68,43.68,43.76,104905,45.91,2453, 73596,70.15,46.9,2024-04-09,30.76,2023-10-30
MASTEK,EQ,2024-10-03,2645.1,2626.0,2681.8,2588.0,2640.0,2641.2,2651.96,76207,2020.98,13579, 41914,55.0,3145.0,2024-02-19,2103.05,2023-10-26
MATRIMONY,EQ,2024-10-03,755.65,746.0,756.0,736.55,748.55,750.5,747.11,53835,402.21,3306, 28936,53.75,846.95,2024-09-03,499.25,2024-02-21
MAWANASUG,EQ,2024-10-03,126.7,124.58,126.25,120.06,121.6,121.65,122.83,310269,381.11,3775, 152084,49.02,137.0,2024-08-30,83.4,2024-03-27
MAXESTATES,EQ,2024-10-03,601.55,592.0,602.95,586.55,600.0,599.7,597.5,102658,613.38,3778, 62595,60.97,698.75,2024-08-27,242.75,2023-11-02
MAXHEALTH,EQ,2024-10-03,970.2,963.95,963.95,923.0,938.7,942.15,943.62,4576130,43181.3,206684, 3315606,72.45,1118.0,2024-09-24,538.65,2023-10-26
MAXIND,EQ,2024-10-03,264.55,264.35,264.35,253.0,255.0,254.35,258.22,48889,126.24,1812, 28929,59.17,338.0,2024-07-10,129.3,2023-10-23
MAYURUNIQ,EQ,2024-10-03,601.7,589.7,600.7,589.0,591.0,590.25,592.53,59087,350.11,2713, 41225,69.77,700.0,2024-08-02,455.0,2024-03-28
MAZDA,EQ,2024-10-03,1294.1,1290.0,1290.0,1257.55,1260.0,1265.3,1271.9,4955,63.02,1038, 2399,48.42,1660.95,2024-01-24,1059.55,2023-10-09
MAZDOCK,EQ,2024-10-03,4199.25,4140.95,4179.4,4061.0,4083.0,4076.9,4108.66,788689,32404.54,83689, 254593,32.28,5860.0,2024-07-05,1742.0,2023-10-26
MBAPL,EQ,2024-10-03,214.64,213.0,214.79,207.35,211.0,210.26,210.14,15020,31.56,1089, 9935,66.15,348.35,2023-10-20,207.66,2024-08-19
MCL,EQ,2024-10-03,36.88,36.9,37.7,35.91,36.2,36.51,36.9,72650,26.81,1436, 39254,54.03,50.9,2024-01-09,26.25,2023-11-01
MCLEODRUSS,EQ,2024-10-03,34.45,34.26,36.17,33.5,36.17,36.17,35.85,4678078,1677.19,6634, 2584009,55.24,37.85,2024-02-21,17.35,2023-10-26
MCX,EQ,2024-10-03,5828.6,5750.0,5977.2,5740.0,5780.0,5784.7,5852.61,470204,27519.2,46136, 126586,26.92,6035.45,2024-09-25,1913.15,2023-10-05
MEDANTA,EQ,2024-10-03,1000.65,1001.95,1009.0,970.0,971.0,973.45,986.82,460471,4544.04,42475, 287757,62.49,1513.9,2024-02-16,708.0,2023-10-26
MEDIASSIST,EQ,2024-10-03,662.95,625.0,652.0,625.0,644.0,645.65,640.7,639449,4096.98,39440, 281835,44.07,716.15,2024-09-16,430.55,2024-01-25
MEDICAMEQ,EQ,2024-10-03,585.55,573.95,601.0,562.0,581.1,579.15,581.58,99260,577.28,4306, 42843,43.16,729.6,2023-10-30,355.45,2024-03-13
MEDPLUS,EQ,2024-10-03,664.95,663.25,663.25,637.5,646.0,646.45,644.89,392076,2528.47,29761, 238145,60.74,849.0,2023-11-21,598.6,2024-02-14
MEGASOFT,EQ,2024-10-03,68.78,67.4,68.69,65.55,65.61,65.88,66.58,221573,147.52,1415, 150405,67.88,107.25,2024-03-05,41.0,2023-10-26
MEGASTAR,EQ,2024-10-03,281.25,283.9,287.9,266.85,269.9,268.2,273.98,16965,46.48,932, 11385,67.11,404.95,2023-11-28,215.0,2024-06-04
MENONBE,EQ,2024-10-03,132.51,128.1,131.84,125.9,129.45,127.5,128.46,52149,66.99,1902, 31211,59.85,158.5,2023-10-20,108.1,2024-03-13
METALIETF,EQ,2024-10-03,10.24,10.25,10.4,10.08,10.31,10.23,10.24,18633238,1908.51,7303, 13029688,69.93,10.67,2024-09-27,8.98,2024-08-20
METROBRAND,EQ,2024-10-03,1283.2,1274.0,1285.0,1237.55,1245.9,1243.0,1263.06,94205,1189.86,13410, 49138,52.16,1441.2,2023-11-30,990.05,2024-06-04
METROPOLIS,EQ,2024-10-03,2251.05,2235.05,2271.0,2226.05,2240.65,2243.35,2244.03,131060,2941.03,12637, 39392,30.06,2264.8,2024-10-01,1360.05,2023-10-30
MFSL,EQ,2024-10-03,1185.75,1184.7,1201.85,1166.5,1166.5,1169.9,1181.79,552810,6533.04,29981, 288033,52.1,1212.85,2024-09-27,854.25,2024-01-31
MGL,EQ,2024-10-03,1915.2,1899.1,1958.0,1877.0,1935.7,1946.75,1938.39,885783,17169.94,44955, 439793,49.65,1988.0,2024-09-25,978.75,2023-10-26
MHLXMIRU,EQ,2024-10-03,165.66,164.92,168.4,163.57,164.1,164.67,165.48,6677,11.05,216, 5141,77.0,376.0,2024-04-15,164.05,2024-09-25
MHRIL,EQ,2024-10-03,398.2,388.65,393.65,387.55,390.0,389.65,390.56,93034,363.35,6340, 50299,54.07,505.0,2024-06-21,347.75,2023-12-21
MID150BEES,EQ,2024-10-03,230.25,229.99,229.99,225.01,228.0,226.39,226.85,978155,2218.94,22994, 794293,81.2,235.65,2024-10-01,143.8,2023-10-26
MID150CASE,EQ,2024-10-03,11.07,11.59,11.59,10.8,10.92,10.92,10.92,641098,70.02,4039, 562100,87.68,11.98,2024-06-19,9.11,2024-08-05
