symbol,series,stock_date,previous_close,open_price,high_price,low_price,last_traded_price,close_price,avg_price,total_trade_qty,turnover_in_lacs,no_of_trades,delivered_qty,delivered_percentage,52_week_high,52_week_high_date,52_week_low,52_week_low_date
ALOKINDS,EQ,2024-10-03,27.29,26.74,27.43,25.77,25.99,25.94,26.6,19813664,5270.89,37274, 5785883,29.2,39.05,2024-01-09,16.1,2023-10-26
ALPHA,EQ,2024-10-03,58.14,58.84,58.84,56.51,57.26,56.97,57.17,2749362,1571.88,16413, 2018468,73.42,59.9,2024-09-18,32.55,2023-10-26
ALPHAETF,EQ,2024-10-03,28.99,29.0,29.0,28.13,28.45,28.27,28.39,2894067,821.69,11375, 2567599,88.72,30.2,2024-09-05,16.56,2023-11-01
ALPL30IETF,EQ,2024-10-03,32.07,32.0,32.0,31.45,31.75,31.55,31.67,2668252,845.04,4461, 2369130,88.79,32.67,2024-09-30,19.61,2023-10-27
AMBER,EQ,2024-10-03,4845.7,4810.0,5235.0,4703.8,5155.0,5163.85,5090.01,1698043,86430.58,170965, 260236,15.33,5361.15,2024-09-24,2721.05,2023-10-23
AMBICAAGAR,EQ,2024-10-03,29.47,28.22,29.47,28.22,29.29,28.92,29.02,20247,5.88,399, 9013,44.52,43.2,2024-02-09,23.2,2024-06-07
AMBIKCO,EQ,2024-10-03,1705.45,1701.0,1704.0,1670.0,1682.0,1675.35,1682.53,12078,203.22,1335, 7763,64.27,2197.65,2024-08-01,1385.65,2024-03-28
AMBUJACEM,EQ,2024-10-03,632.45,623.0,633.0,613.05,617.0,617.45,624.0,1552493,9687.52,59060, 648804,41.79,706.95,2024-07-02,404.05,2023-11-01
AMDIND,EQ,2024-10-03,71.13,70.6,71.99,69.0,69.99,69.85,70.24,16498,11.59,389, 11794,71.49,98.0,2023-12-14,51.2,2024-03-14
AMIORG,EQ,2024-10-03,1720.0,1701.0,1720.0,1640.0,1651.5,1649.95,1669.11,310114,5176.14,34346, 141531,45.64,1823.0,2024-09-27,1004.45,2024-03-14
AMNPLST,EQ,2024-10-03,300.05,309.0,314.95,301.0,306.5,305.0,308.8,26640,82.26,1426, 10753,40.36,359.95,2024-08-20,149.0,2023-11-24
AMRUTANJAN,EQ,2024-10-03,795.15,798.7,798.7,770.05,776.0,772.6,780.77,28987,226.32,2530, 14954,51.59,862.6,2024-08-28,563.9,2023-10-27
ANANDRATHI,EQ,2024-10-03,3883.45,3840.0,3937.55,3808.95,3875.0,3911.75,3881.22,42723,1658.17,8232, 21462,50.24,4299.95,2024-06-03,1652.0,2023-10-03
ANANTRAJ,EQ,2024-10-03,727.6,714.85,725.5,700.0,701.45,701.65,710.02,894039,6347.85,35946, 437433,48.93,749.0,2024-09-20,216.0,2023-10-04
ANDHRAPAP,EQ,2024-10-03,104.95,104.9,105.3,102.12,103.6,103.67,103.86,366727,380.87,5503, 214298,58.44,134.98,2023-10-11,93.01,2024-06-04
ANDHRSUGAR,EQ,2024-10-03,113.12,112.05,113.78,110.15,110.5,110.7,111.96,236402,264.67,3168, 106135,44.9,128.99,2024-06-13,92.0,2024-06-04
ANGELONE,EQ,2024-10-03,2600.1,2525.0,2794.3,2450.0,2716.0,2742.15,2715.94,7559524,205311.92,366379, 1560600,20.64,3896.0,2024-01-09,1824.05,2023-10-03
ANUP,EQ,2024-10-03,2329.25,2360.0,2721.3,2306.2,2585.3,2607.35,2614.72,831669,21745.86,85382, 143413,17.24,2408.1,2024-09-06,964.05,2023-10-04
ANURAS,EQ,2024-10-03,766.45,754.0,784.1,750.05,756.0,753.4,767.7,143834,1104.21,12329, 46072,32.03,1106.3,2024-01-04,720.4,2024-06-05
APARINDS,EQ,2024-10-03,9671.8,9449.9,9650.0,9402.0,9521.15,9537.25,9513.62,71847,6835.25,15505, 32881,45.77,10624.8,2024-09-16,4545.65,2023-10-26
APCL,EQ,2024-10-03,184.47,184.47,187.35,178.38,181.3,182.07,181.89,44614,81.15,1566, 20825,46.68,231.95,2024-02-02,154.3,2024-06-04
APCOTEXIND,EQ,2024-10-03,424.3,425.4,431.65,416.0,428.0,429.0,423.15,32127,135.94,1800, 21418,66.67,563.35,2023-11-20,383.0,2024-06-04
APEX,EQ,2024-10-03,247.53,244.0,246.7,234.1,238.52,240.78,240.08,199251,478.36,6631, 107933,54.17,324.0,2024-07-25,188.3,2024-03-13
APLAPOLLO,EQ,2024-10-03,1621.6,1611.0,1652.6,1569.0,1600.0,1607.1,1618.09,1132578,18326.1,66528, 686008,60.57,1788.35,2023-10-18,1305.0,2024-02-14
APLLTD,EQ,2024-10-03,1191.95,1189.95,1265.0,1166.0,1229.0,1241.15,1238.87,770004,9539.34,58699, 163087,21.18,1284.95,2024-08-08,707.15,2023-10-31
APOLLO,EQ,2024-10-03,103.1,101.49,102.49,101.0,102.39,102.22,101.81,1117912,1138.13,9589, 742033,66.38,161.7,2023-11-20,58.1,2023-10-03
APOLLOHOSP,EQ,2024-10-03,7153.35,7093.35,7200.0,6855.95,6910.0,6905.95,6979.91,655420,45747.72,88476, 395417,60.33,7316.95,2024-09-30,4726.0,2023-10-26
APOLLOPIPE,EQ,2024-10-03,587.75,582.1,588.6,574.0,579.65,578.15,579.16,22110,128.05,1719, 11289,51.06,798.65,2024-02-09,538.7,2024-08-16
APOLLOTYRE,EQ,2024-10-03,550.75,531.2,550.0,523.65,526.5,525.8,529.87,2536501,13440.04,69907, 952838,37.57,584.9,2024-09-26,366.0,2023-10-04
APOLSINHOT,EQ,2024-10-03,2010.0,2005.0,2010.0,1909.0,1960.0,1936.35,1953.47,6835,133.52,791, 4705,68.84,2652.0,2024-01-12,1345.45,2024-07-19
APTECHT,EQ,2024-10-03,218.48,216.0,217.8,209.72,211.0,210.58,212.94,199037,423.83,4783, 121785,61.19,297.5,2024-01-16,199.35,2024-07-23
APTUS,EQ,2024-10-03,352.0,347.95,347.95,338.15,344.45,340.45,342.13,779706,2667.63,42474, 377899,48.47,392.0,2024-02-07,278.1,2023-10-26
ARCHIES,EQ,2024-10-03,34.23,34.01,36.0,32.09,32.48,32.91,34.35,576994,198.22,3878, 222601,38.58,42.5,2024-03-05,22.0,2023-10-26
ARE&M,EQ,2024-10-03,1411.85,1379.95,1401.0,1350.05,1359.9,1355.9,1365.24,951603,12991.63,71310, 546015,57.38,1775.95,2024-06-26,599.0,2023-10-26
ARIES,EQ,2024-10-03,268.0,264.0,267.45,260.0,263.8,263.8,263.17,37359,98.32,1506, 22387,59.92,342.7,2024-03-04,158.05,2023-10-26
ARIHANTCAP,EQ,2024-10-03,111.58,108.0,114.9,106.1,108.9,109.03,110.94,1064938,1181.47,7213, 553814,52.0,123.89,2024-09-16,49.2,2024-03-13
ARIHANTSUP,EQ,2024-10-03,422.8,416.9,434.95,400.3,408.0,406.0,417.88,153652,642.09,4320, 54463,35.45,434.4,2024-10-01,158.55,2023-10-26
ARKADE,EQ,2024-10-03,153.37,149.99,151.79,145.87,148.3,148.62,149.24,1785913,2665.28,21286, 958214,53.65,190.0,2024-09-24,148.21,2024-09-30
ARMANFIN,EQ,2024-10-03,1682.65,1665.0,1681.65,1579.0,1642.8,1620.9,1625.22,79241,1287.84,10063, 49901,62.97,2680.0,2023-12-21,1600.9,2024-09-12
AROGRANITE,EQ,2024-10-03,58.79,57.5,58.5,56.5,57.5,57.36,57.14,39345,22.48,786, 25297,64.3,69.3,2024-01-15,41.1,2024-03-14
ARROWGREEN,EQ,2024-10-03,827.95,807.0,823.35,803.0,809.95,807.55,812.99,32312,262.69,2246, 21139,65.42,1027.0,2024-08-06,335.05,2024-03-13
ARTEMISMED,EQ,2024-10-03,284.55,280.25,283.1,268.0,270.0,272.95,275.75,161693,445.87,4294, 98434,60.88,304.7,2024-09-16,136.1,2023-10-26
ARVEE,EQ,2024-10-03,181.55,179.9,182.0,174.9,181.7,179.9,178.85,493,0.88,106, 163,33.06,315.0,2024-04-12,105.25,2023-10-09
ARVIND,EQ,2024-10-03,360.1,360.0,363.5,348.35,350.0,349.8,354.39,304234,1078.17,15526, 171318,56.31,421.3,2024-08-07,163.55,2023-10-26
ARVINDFASN,EQ,2024-10-03,600.3,592.8,596.0,584.1,584.1,586.85,590.37,515348,3042.46,13866, 375678,72.9,622.9,2024-09-24,298.85,2023-10-26
ARVSMART,EQ,2024-10-03,812.5,810.0,810.0,777.65,787.4,783.4,789.38,75870,598.9,2951, 47458,62.55,902.0,2024-09-24,309.0,2023-10-26
ASAHIINDIA,EQ,2024-10-03,773.6,754.5,767.8,742.5,759.9,752.2,755.81,177705,1343.1,12573, 55598,31.29,833.95,2024-09-23,501.55,2024-03-19
ASAL,EQ,2024-10-03,781.95,778.0,778.0,757.0,758.0,762.05,765.23,31649,242.19,2302, 14744,46.59,1094.55,2024-07-03,373.0,2023-10-26
ASALCBR,EQ,2024-10-03,947.65,935.0,945.05,920.05,928.45,936.3,930.89,49409,459.94,2871, 24588,49.76,1037.4,2024-09-18,398.0,2024-02-08
ASHAPURMIN,EQ,2024-10-03,313.85,303.0,316.5,303.0,306.6,306.4,310.38,138558,430.05,2522, 93780,67.68,483.2,2023-12-08,273.0,2023-10-26
ASHIANA,EQ,2024-10-03,326.7,329.85,329.95,316.0,318.65,320.75,323.37,62200,201.13,2678, 29086,46.76,469.0,2024-06-20,195.25,2023-10-06
ASHOKA,EQ,2024-10-03,236.74,244.95,246.95,240.0,243.0,242.94,243.94,5731752,13982.05,61055, 1246985,21.76,284.74,2024-09-06,119.0,2023-10-04
ASHOKAMET,EQ,2024-10-03,21.42,21.4,21.8,20.31,21.1,20.87,21.24,174155,36.99,877, 122442,70.31,35.7,2024-01-01,17.0,2024-03-27
ASHOKLEY,EQ,2024-10-03,238.13,233.98,236.75,229.34,230.7,230.7,233.07,7331777,17088.53,76891, 3754467,51.21,264.65,2024-08-27,157.55,2024-03-14
ASIANENE,EQ,2024-10-03,368.8,364.3,367.0,353.1,362.85,361.65,358.34,114172,409.12,3347, 70633,61.87,444.15,2024-08-27,168.6,2023-11-21
ASIANHOTNR,EQ,2024-10-03,206.71,217.04,217.04,217.04,217.04,217.04,217.04,2650,5.75,36, 2650,100.0,238.95,2023-12-28,108.85,2024-03-15
ASIANPAINT,EQ,2024-10-03,3277.35,3192.3,3225.9,3126.5,3152.0,3149.3,3163.0,1741363,55079.36,169211, 793545,45.57,3422.95,2023-12-29,2670.1,2024-05-10
ASIANTILES,EQ,2024-10-03,85.51,83.98,85.85,82.01,83.5,82.76,83.78,1009441,845.71,4898, 439085,43.5,98.2,2024-08-22,51.0,2024-06-04
ASKAUTOLTD,EQ,2024-10-03,436.45,429.0,434.95,414.8,415.95,417.05,424.5,510633,2167.66,16657, 273682,53.6,485.3,2024-09-24,240.1,2024-03-13
ASMS,EQ,2024-10-03,20.81,20.01,21.85,20.0,21.85,21.8,21.47,1073071,230.37,2099, 648232,60.41,28.75,2024-02-15,10.95,2023-10-03
ASPINWALL,EQ,2024-10-03,292.75,290.1,292.45,285.05,285.15,285.4,288.68,7429,21.45,469, 5269,70.92,359.0,2024-01-11,223.7,2024-06-04
ASTEC,EQ,2024-10-03,1190.35,1161.05,1189.95,1152.05,1170.0,1167.25,1172.35,24583,288.2,1612, 17402,70.79,1474.4,2024-07-08,825.05,2024-02-14
ASTERDM,EQ,2024-10-03,417.35,412.05,423.2,411.0,422.6,422.3,419.94,765772,3215.77,22227, 467309,61.02,558.0,2024-04-15,311.1,2024-06-04
ASTRAL,EQ,2024-10-03,1974.5,1945.0,1972.0,1907.55,1921.9,1918.95,1940.9,492776,9564.28,74109, 294399,59.74,2454.0,2024-07-02,1740.0,2024-01-18
ASTRAMICRO,EQ,2024-10-03,826.0,820.1,884.9,815.0,855.0,862.45,850.08,558236,4745.46,44894, 210711,37.75,1059.0,2024-06-18,424.95,2023-10-03
ASTRAZEN,EQ,2024-10-03,7734.5,7690.0,7880.0,7514.95,7589.5,7636.75,7736.6,108059,8360.1,21665, 9483,8.78,8137.5,2024-09-30,4451.0,2023-10-03
ASTRON,EQ,2024-10-03,21.53,22.18,22.6,20.55,22.18,21.41,22.14,230764,51.1,1291, 114291,49.53,40.9,2024-01-25,19.0,2024-03-28
ATAM,EQ,2024-10-03,150.77,150.5,154.59,149.99,150.9,151.51,152.15,24663,37.52,1081, 12821,51.98,241.4,2023-12-11,136.0,2023-11-15
ATFL,EQ,2024-10-03,861.85,860.0,865.9,845.05,853.0,853.05,855.56,36637,313.45,2611, 23935,65.33,1090.0,2024-02-29,644.45,2024-06-05
ATGL,EQ,2024-10-03,786.45,778.0,782.85,770.4,772.5,772.25,775.96,540034,4190.46,30467, 284855,52.75,1259.4,2023-12-08,522.0,2023-10-26
ATL,EQ,2024-10-03,44.55,44.0,44.54,43.01,43.19,43.2,43.71,408556,178.6,2406, 256506,62.78,82.5,2024-01-10,33.55,2023-10-04
ATUL,EQ,2024-10-03,8002.45,7995.0,7995.0,7760.05,7812.1,7816.95,7879.29,46089,3631.49,11179, 12926,28.05,8135.4,2024-08-22,5174.85,2024-06-04
AUBANK,EQ,2024-10-03,732.7,723.05,735.65,723.05,733.0,731.7,730.64,1821086,13305.57,66012, 827450,45.44,813.4,2024-01-09,553.7,2024-03-20
