symbol,series,stock_date,previous_close,open_price,high_price,low_price,last_traded_price,close_price,avg_price,total_trade_qty,turnover_in_lacs,no_of_trades,delivered_qty,delivered_percentage,52_week_high,52_week_high_date,52_week_low,52_week_low_date
SARDAEN,EQ,2024-10-04,491.95,494.95,499.25,474.9,478.5,480.2,487.18,1779914,8671.38,57802, 426348,23.95,496.0,2024-10-03,180.25,2024-03-14
SAREGAMA,EQ,2024-10-04,648.45,642.0,649.95,602.0,609.0,608.0,623.7,1632874,10184.17,26656, 332848,20.38,688.9,2024-10-01,309.6,2023-11-01
SARVESHWAR,EQ,2024-10-04,10.01,10.01,10.35,9.76,10.07,10.04,10.08,7250759,731.24,12339, 3550175,48.96,15.55,2024-02-28,4.0,2023-10-30
SASKEN,EQ,2024-10-04,1442.55,1453.0,1498.0,1439.95,1463.1,1473.7,1466.53,10098,148.09,865, 7193,71.23,1955.2,2024-07-03,1085.2,2023-10-26
SASTASUNDR,EQ,2024-10-04,300.35,301.85,305.0,290.0,297.9,300.2,296.99,21780,64.68,1349, 12434,57.09,506.75,2023-11-22,270.6,2023-10-04
SATIA,EQ,2024-10-04,117.39,117.25,117.79,115.22,116.3,116.4,116.77,224033,261.6,2564, 106173,47.39,155.0,2023-12-18,100.3,2024-06-04
SATIN,EQ,2024-10-04,185.8,185.97,189.76,179.96,181.0,183.27,185.18,404855,749.69,9315, 228058,56.33,283.55,2024-01-11,183.05,2024-03-13
SATINDLTD,EQ,2024-10-04,127.81,127.96,130.26,123.17,125.24,125.09,126.96,861643,1093.93,6588, 334530,38.82,144.0,2024-09-09,83.4,2024-03-13
SAURASHCEM,EQ,2024-10-04,118.17,118.1,119.01,115.05,115.6,115.47,116.23,154983,180.14,2553, 96490,62.26,148.86,2024-06-13,95.7,2024-06-04
SBC,EQ,2024-10-04,33.11,33.0,33.0,31.66,32.5,32.59,32.5,3444262,1119.56,6529, 1459719,42.38,37.9,2024-09-16,15.93,2023-10-09
SBCL,EQ,2024-10-04,631.35,625.0,643.15,615.55,624.2,624.3,631.31,165868,1047.14,5789, 80505,48.54,691.95,2024-07-23,460.0,2024-03-14
SBFC,EQ,2024-10-04,89.67,89.5,92.0,87.87,90.85,90.4,90.46,4058506,3671.18,30017, 1080538,26.62,105.81,2024-09-23,72.4,2024-03-13
SBGLP,EQ,2024-10-04,113.06,114.0,123.0,114.0,121.45,119.64,119.56,1650031,1972.79,13310, 531950,32.24,137.68,2024-06-27,31.11,2023-10-23
SBICARD,EQ,2024-10-04,749.75,753.5,757.45,739.25,744.45,743.15,747.38,1444830,10798.3,47669, 681443,47.16,817.4,2024-09-13,647.95,2024-06-04
SBIETFCON,EQ,2024-10-04,128.7,129.98,129.98,125.57,126.58,126.92,127.1,32884,41.8,635, 28141,85.58,136.0,2024-09-24,83.66,2023-10-26
SBIETFIT,EQ,2024-10-04,448.0,448.0,454.0,442.63,447.0,448.51,448.55,8695,39.0,283, 4633,53.28,473.25,2024-09-18,317.0,2023-10-26
SBIETFPB,EQ,2024-10-04,269.14,277.2,277.2,259.0,265.87,265.3,262.32,30829,80.87,816, 25557,82.9,277.19,2024-09-30,221.0,2023-10-26
SBIETFQLTY,EQ,2024-10-04,246.64,249.48,249.48,242.5,248.51,247.64,245.09,10860,26.62,236, 9626,88.64,257.15,2024-09-25,168.31,2023-10-26
SBILIFE,EQ,2024-10-04,1805.55,1805.55,1850.0,1782.55,1800.0,1798.1,1816.24,1554623,28235.71,69610, 630813,40.58,1936.0,2024-09-03,1264.35,2023-10-04
SBIN,EQ,2024-10-04,794.1,792.0,809.85,785.25,797.25,796.65,798.23,20097454,160424.69,287081, 8048243,40.05,912.0,2024-06-03,543.2,2023-10-26
SBINEQWETF,EQ,2024-10-04,33.57,33.23,34.34,32.31,33.0,32.87,32.76,149500,48.98,835, 113724,76.07,34.57,2024-10-01,30.0,2024-08-12
SBISILVER,EQ,2024-10-04,90.28,90.72,92.87,90.72,92.1,91.99,91.97,162331,149.29,541, 145092,89.38,93.28,2024-07-12,79.07,2024-08-06
SCHAEFFLER,EQ,2024-10-04,3886.5,3885.0,3917.1,3812.8,3847.3,3870.0,3858.12,110436,4260.75,33566, 57967,52.49,4951.0,2024-06-18,2612.2,2023-11-02
SCHAND,EQ,2024-10-04,212.08,212.08,215.5,210.1,210.7,212.13,212.77,82206,174.91,2433, 49741,60.51,335.0,2024-01-04,205.05,2024-06-04
SCHNEIDER,EQ,2024-10-04,787.6,788.0,810.0,774.95,795.75,795.25,793.79,295951,2349.24,22443, 114597,38.72,980.0,2024-07-03,300.0,2023-10-26
SCI,EQ,2024-10-04,249.9,249.9,252.0,242.45,244.85,244.25,246.58,1554630,3833.42,18304, 513711,33.04,384.2,2024-07-12,128.5,2023-10-26
SCILAL,EQ,2024-10-04,68.23,68.4,68.7,66.95,68.2,67.96,67.97,987116,670.91,5550, 384977,39.0,108.55,2024-07-12,36.0,2024-03-27
SCPL,EQ,2024-10-04,372.85,380.0,380.0,366.95,372.7,371.7,374.03,16238,60.73,731, 11966,73.69,634.5,2024-07-15,318.25,2024-02-06
SDBL,EQ,2024-10-04,113.22,112.5,113.78,110.47,111.75,111.81,112.33,817628,918.43,10361, 348817,42.66,156.0,2023-10-05,86.46,2024-03-13
SDL26BEES,EQ,2024-10-04,124.78,128.5,128.5,124.3,124.78,124.59,124.65,648,0.81,42, 479,73.92,127.95,2024-09-23,112.0,2023-10-27
SEAMECLTD,EQ,2024-10-04,1335.1,1344.8,1425.0,1299.0,1412.0,1404.1,1380.48,63139,871.62,4671, 37512,59.41,1669.95,2024-08-27,617.6,2023-10-11
SECMARK,EQ,2024-10-04,88.72,89.23,92.99,86.01,92.97,92.58,89.46,3651,3.27,118, 1563,42.81,145.35,2023-12-29,71.35,2023-10-26
SECURKLOUD,EQ,2024-10-04,32.6,32.99,32.99,30.71,31.0,31.0,31.33,74943,23.48,1165, 43125,57.54,72.9,2024-02-08,32.25,2024-10-03
SEJALLTD,EQ,2024-10-04,435.35,449.0,457.1,444.4,457.1,457.1,453.03,27621,125.13,677, 21436,77.61,435.35,2024-10-03,225.5,2023-10-05
SELAN,EQ,2024-10-04,862.25,866.8,906.0,855.1,896.0,883.85,886.02,59980,531.44,4046, 22370,37.3,1078.25,2024-08-20,390.0,2023-10-10
SENCO,EQ,2024-10-04,1414.4,1400.0,1445.0,1375.0,1429.0,1395.1,1412.38,558110,7882.63,37692, 260574,46.69,1544.0,2024-10-01,582.0,2023-10-26
SENSEXADD,EQ,2024-10-04,84.05,84.05,85.7,82.3,84.51,82.88,83.44,5027,4.19,127, 4061,80.78,88.42,2024-09-23,63.13,2023-10-26
SENSEXETF,EQ,2024-10-04,83.56,84.68,84.68,82.57,82.83,82.75,83.16,46200,38.42,710, 38484,83.3,100.0,2024-09-16,62.27,2023-10-26
SENSEXIETF,EQ,2024-10-04,934.16,934.16,939.88,921.25,937.69,924.15,926.54,14827,137.38,847, 9547,64.39,977.32,2024-09-27,720.0,2024-07-03
SEPC,EQ,2024-10-04,28.38,28.4,28.84,27.35,27.75,27.62,28.03,21292843,5968.98,30267, 8478550,39.82,33.45,2024-09-11,12.33,2023-10-04
SEQUENT,EQ,2024-10-04,216.85,216.99,217.9,202.0,206.9,207.31,208.67,4724949,9859.64,31410, 1646292,34.84,240.7,2024-10-01,90.65,2023-10-04
SERVOTECH,EQ,2024-10-04,183.09,183.09,188.8,175.15,179.71,179.4,180.22,1742391,3140.1,19182, 812937,46.66,205.4,2024-09-26,69.5,2023-10-10
SESHAPAPER,EQ,2024-10-04,336.2,336.0,343.2,331.0,336.7,335.4,338.05,38126,128.88,1121, 18036,47.31,387.3,2023-10-11,280.0,2024-06-04
SETF10GILT,EQ,2024-10-04,240.49,240.49,240.49,239.5,240.0,240.07,240.1,18567,44.58,73, 13717,73.88,267.0,2024-05-28,213.8,2023-11-17
SETFGOLD,EQ,2024-10-04,65.67,65.67,66.24,65.67,65.9,65.91,65.93,2876204,1896.15,4437, 2472519,85.96,67.5,2024-09-30,49.59,2023-10-06
SETFNIF50,EQ,2024-10-04,266.92,267.24,270.0,262.61,266.0,265.52,265.63,938684,2493.46,9422, 813109,86.62,277.25,2024-09-30,196.9,2023-10-26
SETFNIFBK,EQ,2024-10-04,530.77,530.78,533.5,523.85,528.15,524.75,527.25,67794,357.44,1879, 57478,84.78,554.3,2024-07-05,426.45,2023-10-26
SETFNN50,EQ,2024-10-04,807.62,808.98,808.98,785.04,793.41,793.39,794.49,100433,797.93,5058, 75708,75.38,825.6,2024-09-30,445.65,2023-10-25
SFL,EQ,2024-10-04,909.7,910.0,914.25,898.0,900.0,900.75,905.37,55675,504.06,5136, 34294,61.6,1297.0,2023-12-15,854.0,2024-06-04
SGIL,EQ,2024-10-04,412.8,415.65,419.9,409.6,415.7,413.85,415.02,37473,155.52,1559, 17838,47.6,478.92,2024-09-09,224.51,2023-11-02
SHAILY,EQ,2024-10-04,977.35,969.05,1017.0,956.55,986.0,984.25,982.79,160321,1575.62,9744, 75837,47.3,1914.95,2023-10-18,309.7,2023-12-01
SHALBY,EQ,2024-10-04,272.75,272.0,277.45,264.05,272.0,271.1,271.02,104257,282.56,4461, 56886,54.56,339.5,2024-01-24,210.35,2024-03-13
SHALPAINTS,EQ,2024-10-04,135.81,136.0,138.71,133.1,133.9,133.78,135.38,155437,210.44,2175, 87066,56.01,224.15,2024-01-20,132.1,2024-08-14
SHANKARA,EQ,2024-10-04,516.35,516.35,518.45,505.3,509.5,512.55,510.44,97884,499.64,5615, 58428,59.69,834.75,2024-02-15,510.7,2024-10-03
SHANTI,EQ,2024-10-04,17.56,17.4,17.88,17.11,17.5,17.6,17.56,17431,3.06,96, 12434,71.33,34.4,2024-02-15,13.5,2024-05-14
SHANTIGEAR,EQ,2024-10-04,612.3,622.7,624.95,596.2,605.9,602.0,606.66,28023,170.0,2103, 13812,49.29,703.0,2024-07-12,401.25,2023-10-25
SHARDACROP,EQ,2024-10-04,565.5,569.9,581.4,552.1,572.0,569.2,569.06,159969,910.32,10318, 70490,44.06,636.85,2024-08-27,318.05,2024-03-27
SHARDAMOTR,EQ,2024-10-04,2332.2,2332.0,2354.55,2263.0,2290.0,2283.6,2300.63,14648,337.0,3298, 8460,57.76,2952.1,2024-07-09,864.6,2023-10-26
SHAREINDIA,EQ,2024-10-04,316.85,318.65,320.2,308.9,311.5,312.6,314.28,597801,1878.75,14301, 259118,43.35,405.28,2024-02-22,254.55,2023-10-04
SHARIABEES,EQ,2024-10-04,589.81,593.97,593.98,580.0,586.51,584.05,585.48,9006,52.73,684, 7884,87.54,617.7,2024-09-30,421.06,2023-11-03
SHEMAROO,EQ,2024-10-04,191.51,192.4,195.85,185.05,185.88,186.62,189.68,116588,221.14,2758, 47411,40.67,240.0,2024-02-02,126.2,2023-10-09
SHILPAMED,EQ,2024-10-04,805.7,809.5,835.45,791.0,808.0,802.3,814.0,296465,2413.22,14999, 73678,24.85,959.5,2024-09-18,296.8,2023-10-26
SHIVALIK,EQ,2024-10-04,614.75,614.95,642.0,614.75,633.5,633.1,630.92,147607,931.28,5929, 67559,45.77,777.8,2024-07-03,492.9,2024-03-14
SHIVAMILLS,EQ,2024-10-04,90.82,91.01,93.1,88.39,89.0,88.97,90.08,91340,82.28,796, 50647,55.45,119.35,2024-05-09,71.55,2023-10-04
SHIVATEX,EQ,2024-10-04,205.05,208.15,209.03,199.5,205.5,203.89,202.91,147121,298.52,1780, 95231,64.73,220.0,2024-09-12,121.95,2023-10-26
SHK,EQ,2024-10-04,286.9,283.85,312.0,281.05,301.5,301.95,303.32,3538419,10732.68,71702, 883137,24.96,323.87,2024-09-25,128.6,2023-10-26
SHOPERSTOP,EQ,2024-10-04,783.7,783.7,809.0,775.05,792.7,787.3,791.35,60101,475.61,4319, 22660,37.7,943.4,2024-09-12,616.0,2023-10-31
SHREDIGCEM,EQ,2024-10-04,92.93,92.9,93.9,90.35,93.0,92.66,92.57,553057,511.96,6823, 254293,45.98,123.9,2024-01-19,83.2,2023-10-26
SHREECEM,EQ,2024-10-04,26259.2,26370.1,26500.0,25865.0,25930.1,26034.2,26061.22,35441,9236.36,9873, 23355,65.9,30737.75,2024-02-01,23700.0,2024-06-04
SHREYANIND,EQ,2024-10-04,258.55,265.0,270.0,258.35,265.0,263.55,264.74,17228,45.61,696, 12331,71.58,347.0,2024-07-09,194.9,2024-03-14
SHREYAS,EQ,2024-10-04,342.7,339.65,347.5,330.35,334.7,332.5,338.72,36232,122.73,1427, 17389,47.99,439.9,2024-07-12,230.2,2024-03-15
SHRIPISTON,EQ,2024-10-04,2079.65,2087.7,2099.0,2020.0,2056.6,2055.85,2061.13,70479,1452.66,14795, 36709,52.09,2399.0,2024-09-16,948.9,2023-10-26
SHRIRAMFIN,EQ,2024-10-04,3409.5,3407.0,3414.5,3315.5,3350.0,3336.3,3349.06,1765505,59127.76,121194, 1092297,61.87,3652.25,2024-09-27,1760.85,2023-10-26
SHRIRAMPPS,EQ,2024-10-04,125.22,126.2,127.0,120.8,121.7,121.36,123.35,2205042,2719.82,15773, 1015516,46.05,147.6,2024-09-05,82.2,2023-10-26
SHYAMCENT,EQ,2024-10-04,17.71,17.71,18.23,17.09,17.2,17.27,17.54,206204,36.18,997, 136376,66.14,32.4,2024-01-09,16.0,2024-06-05
SHYAMMETL,EQ,2024-10-04,912.2,916.7,926.95,891.0,908.55,908.55,912.81,383307,3498.86,24502, 125031,32.62,956.9,2024-09-24,420.2,2023-10-25
SIEMENS,EQ,2024-10-04,7346.4,7345.0,7368.55,7182.0,7228.0,7246.85,7276.11,277939,20223.16,55021, 146825,52.83,7968.7,2024-07-05,3246.0,2023-10-31
SIGACHI,EQ,2024-10-04,54.48,54.59,54.79,53.32,54.5,54.01,54.25,952009,516.5,6282, 445157,46.76,95.9,2024-02-27,36.4,2023-10-26
SIGIND,EQ,2024-10-04,72.7,72.0,73.99,71.56,72.0,72.21,72.7,58716,42.69,831, 31358,53.41,97.35,2024-05-28,54.15,2023-10-10
SIGMA,EQ,2024-10-04,373.05,371.0,376.8,370.05,374.5,374.15,373.31,3633,13.56,396, 2509,69.06,570.0,2023-10-20,341.1,2024-03-14
SIGNATURE,EQ,2024-10-04,1579.55,1591.85,1591.85,1511.0,1541.0,1536.05,1535.22,900263,13821.01,31263, 349166,38.78,1647.0,2024-09-26,454.1,2023-10-04
SIGNPOST,EQ,2024-10-04,247.55,249.0,254.5,243.0,246.0,247.55,248.37,64196,159.45,1546, 41044,63.94,466.0,2024-03-07,211.99,2024-09-09
SIKKO,EQ,2024-10-04,99.95,100.0,102.29,96.0,100.5,100.84,101.07,95291,96.31,842, 29965,31.45,124.9,2024-09-04,57.0,2023-10-09
SILGO,EQ,2024-10-04,43.4,43.4,45.0,42.66,43.7,43.2,44.01,255925,112.63,2407, 130648,51.05,53.45,2024-09-18,19.66,2023-10-26
SILINV,EQ,2024-10-04,594.85,595.0,648.0,591.15,591.25,592.55,616.01,63404,390.58,2855, 22511,35.5,635.05,2024-08-02,310.0,2023-10-25
SILVER,EQ,2024-10-04,91.68,92.14,93.5,92.14,93.2,93.24,93.24,404360,377.03,1415, 345864,85.53,96.88,2024-05-29,69.36,2023-10-04
SILVER1,EQ,2024-10-04,89.5,90.21,91.0,90.2,90.77,90.8,90.78,86553,78.57,398, 72748,84.05,94.05,2024-05-29,67.41,2023-10-04
SILVERADD,EQ,2024-10-04,88.61,89.12,90.5,89.12,90.0,90.11,90.12,53896,48.57,236, 46325,85.95,94.4,2024-05-30,67.32,2023-10-05
SILVERBEES,EQ,2024-10-04,88.45,89.5,90.12,89.45,89.8,89.86,89.85,10981123,9866.37,23425, 7605109,69.26,100.0,2024-07-08,66.88,2023-10-05
SILVERETF,EQ,2024-10-04,89.59,90.05,92.0,90.05,91.0,90.96,91.09,534756,487.11,2563, 376156,70.34,96.0,2024-05-29,69.0,2024-02-29
SILVERIETF,EQ,2024-10-04,91.86,92.5,93.69,92.5,93.28,93.27,93.27,1763163,1644.58,5583, 1339902,75.99,96.76,2024-05-21,68.65,2024-02-29
SILVERTUC,EQ,2024-10-04,731.8,736.8,742.8,725.5,732.0,728.5,734.59,20428,150.06,472, 3584,17.54,826.95,2024-05-29,530.1,2023-10-26
SILVRETF,EQ,2024-10-04,89.84,91.6,91.68,90.6,91.02,90.95,91.23,53128,48.47,249, 39676,74.68,94.65,2024-06-03,68.01,2023-10-04
SINCLAIR,EQ,2024-10-04,100.02,99.04,100.99,98.0,99.0,98.49,99.15,23129,22.93,852, 18016,77.89,137.95,2024-04-10,98.1,2024-10-03
SINDHUTRAD,EQ,2024-10-04,22.39,21.7,22.25,21.27,21.27,21.27,21.36,1879883,401.63,2414, 898551,47.8,45.15,2024-02-26,16.7,2024-03-14
SINTERCOM,EQ,2024-10-04,161.9,161.99,165.0,155.4,165.0,164.18,159.3,25163,40.09,697, 13051,51.87,170.05,2024-09-27,120.6,2024-03-26
SIRCA,EQ,2024-10-04,336.3,335.0,340.8,326.3,336.85,333.85,333.97,110621,369.44,2631, 46631,42.15,444.0,2024-01-12,282.05,2024-03-28
SIS,EQ,2024-10-04,405.9,402.15,406.0,396.1,402.0,403.0,402.43,48133,193.7,4713, 27874,57.91,564.55,2024-01-20,393.0,2024-06-04
SIYSIL,EQ,2024-10-04,469.8,473.45,491.9,467.0,481.45,481.7,482.08,51599,248.75,2185, 26761,51.86,575.0,2023-10-06,409.6,2024-06-04
SJS,EQ,2024-10-04,961.2,960.4,968.5,936.1,942.0,940.5,946.17,94452,893.68,7233, 56524,59.84,1137.7,2024-08-19,552.05,2024-01-24
SJVN,EQ,2024-10-04,126.98,126.02,127.98,124.1,126.71,126.67,126.52,6079979,7692.2,50064, 1844984,30.35,170.5,2024-02-05,63.4,2023-10-26
SKFINDIA,EQ,2024-10-04,5436.0,5436.0,5450.6,5301.1,5311.0,5314.15,5356.39,30352,1625.77,7693, 16350,53.87,7350.0,2024-06-18,4024.5,2024-03-13
SKIPPER,EQ,2024-10-04,476.8,479.0,488.0,463.85,483.05,483.65,478.4,848798,4060.69,35048, 321146,37.84,507.5,2024-09-27,197.21,2023-10-25
SKMEGGPROD,EQ,2024-10-04,250.15,250.15,251.45,246.8,248.95,247.45,248.88,43016,107.06,2024, 21965,51.06,460.0,2023-10-05,215.0,2024-03-28
SMALLCAP,EQ,2024-10-04,52.36,52.95,52.95,51.57,51.97,51.95,52.09,755648,393.59,5535, 578275,76.53,55.25,2024-07-09,39.24,2024-03-14
SMARTLINK,EQ,2024-10-04,270.75,267.0,276.2,260.0,260.15,260.55,267.08,27004,72.12,796, 15220,56.36,355.75,2024-09-26,158.0,2024-03-14
SMCGLOBAL,EQ,2024-10-04,148.68,148.5,149.83,143.69,146.78,147.19,147.1,274166,403.29,4768, 146781,53.54,183.0,2024-06-10,76.2,2023-10-09
SMLISUZU,EQ,2024-10-04,1892.25,1892.3,1940.0,1876.6,1895.05,1894.15,1895.5,11876,225.11,1659, 5431,45.73,2480.0,2024-02-26,1194.95,2023-10-26
SMLT,EQ,2024-10-04,182.25,180.5,183.9,176.0,178.5,178.28,179.57,34154,61.33,1056, 16256,47.6,448.0,2024-02-07,164.0,2024-09-19
SMSPHARMA,EQ,2024-10-04,373.85,373.5,376.2,360.15,365.6,364.1,367.42,242725,891.83,4883, 80931,33.34,398.0,2024-09-23,111.85,2023-10-26
SNOWMAN,EQ,2024-10-04,79.28,79.6,81.06,77.7,79.35,78.62,79.49,1462385,1162.47,9759, 522903,35.76,91.65,2024-09-23,46.1,2023-10-26
SOBHA,EQ,2024-10-04,1822.8,1800.0,1836.8,1766.3,1790.55,1790.85,1798.62,165083,2969.22,23392, 54560,33.05,2155.35,2024-07-05,623.4,2023-10-04
SOFTTECH,EQ,2024-10-04,363.2,362.45,365.9,351.6,355.85,359.75,360.06,6393,23.02,555, 3754,58.72,411.2,2024-08-21,177.95,2023-10-04
SOLARINDS,EQ,2024-10-04,11382.65,11301.0,11342.55,10905.0,10920.0,10949.9,11055.02,38505,4256.73,11903, 20225,52.53,13298.0,2024-07-11,4780.05,2023-10-04
SOMANYCERA,EQ,2024-10-04,724.6,724.0,735.0,705.0,732.0,729.1,727.89,39171,285.12,2822, 21857,55.8,872.6,2024-06-27,561.2,2024-03-13
SOMATEX,EQ,2024-10-04,38.03,37.08,39.79,37.08,37.5,38.45,38.86,102186,39.71,1415, 47526,46.51,43.57,2024-09-30,18.3,2023-10-05
SONACOMS,EQ,2024-10-04,706.6,711.0,711.0,686.55,695.0,696.8,693.16,1983326,13747.54,93259, 1237725,62.41,768.65,2024-09-23,488.1,2023-10-25
SONATSOFTW,EQ,2024-10-04,613.7,613.7,622.0,600.65,606.4,602.45,607.55,477501,2901.05,24766, 315184,66.01,870.0,2024-02-27,469.6,2024-06-04
SOTL,EQ,2024-10-04,554.95,554.95,567.7,546.5,554.05,552.95,556.93,44082,245.51,8431, 21547,48.88,655.0,2024-07-09,313.0,2023-10-09
SOUTHBANK,EQ,2024-10-04,24.34,24.4,24.41,23.83,24.09,24.03,24.1,11391795,2745.82,40345, 4640802,40.74,37.18,2024-02-02,21.34,2023-10-26
SPAL,EQ,2024-10-04,932.05,932.05,942.45,896.3,918.0,911.65,913.0,15161,138.42,1806, 4770,31.46,1133.1,2024-08-07,485.05,2023-10-04
SPANDANA,EQ,2024-10-04,570.35,569.65,575.85,555.9,570.0,570.0,567.7,147473,837.2,12528, 61730,41.86,1243.2,2024-01-12,567.3,2024-10-03
SPARC,EQ,2024-10-04,209.42,209.5,214.75,205.83,211.0,210.4,211.55,379303,802.43,11835, 127372,33.58,472.8,2024-04-09,196.1,2024-06-05
SPCENET,EQ,2024-10-04,24.33,24.13,24.31,23.52,23.9,24.12,24.07,3964648,954.31,1998, 3292925,83.06,39.4,2024-02-19,21.9,2023-10-25
SPECIALITY,EQ,2024-10-04,164.62,165.45,174.6,165.45,168.35,168.77,170.47,137053,233.63,2716, 69287,50.55,287.1,2024-02-05,152.8,2024-06-04
SPENCERS,EQ,2024-10-04,102.89,103.04,104.49,97.81,99.3,100.02,100.77,848868,855.36,5471, 335386,39.51,139.3,2024-02-01,63.05,2023-10-26
SPIC,EQ,2024-10-04,84.74,85.16,85.43,81.9,83.68,83.96,84.02,1107601,930.65,10867, 409479,36.97,107.5,2024-02-05,63.6,2023-10-26
SPLIL,EQ,2024-10-04,59.52,59.54,60.49,58.55,59.0,58.86,59.34,22327,13.25,423, 11901,53.3,80.65,2024-01-16,52.3,2024-03-27
SPLPETRO,EQ,2024-10-04,837.1,842.1,848.0,825.15,830.1,828.8,834.99,32553,271.81,2870, 18430,56.62,926.6,2024-07-16,486.8,2023-10-04
SPORTKING,EQ,2024-10-04,111.98,112.99,113.74,108.82,113.1,112.22,111.64,240771,268.79,5609, 129774,53.9,159.54,2024-09-12,70.46,2023-10-26
SREEL,EQ,2024-10-04,282.95,281.0,283.9,275.3,277.0,277.9,279.11,21224,59.24,613, 16625,78.33,433.7,2024-01-01,233.1,2023-10-09
SRF,EQ,2024-10-04,2421.0,2421.9,2434.0,2345.0,2350.0,2350.35,2381.8,450520,10730.49,37529, 220402,48.92,2693.95,2024-05-03,2082.25,2023-10-26
SRGHFL,EQ,2024-10-04,338.5,335.4,345.0,332.1,342.1,343.95,340.53,3114,10.6,419, 1470,47.21,414.65,2024-07-04,232.35,2023-10-26
SRHHYPOLTD,EQ,2024-10-04,691.7,692.0,794.0,681.8,757.0,766.9,758.86,437878,3322.89,17966, 128357,29.31,779.0,2024-09-27,441.0,2024-06-04
SRPL,EQ,2024-10-04,1.12,1.15,1.17,1.13,1.17,1.17,1.15,1445077,16.67,727, 1249280,86.45,1.9,2024-01-31,0.95,2023-12-11
SSDL,EQ,2024-10-04,147.79,148.49,149.99,145.3,146.21,145.9,147.99,717266,1061.46,4914, 125966,17.56,213.88,2024-08-21,146.55,2024-10-03
SSWL,EQ,2024-10-04,213.34,213.34,215.0,210.38,211.0,212.58,212.85,197304,419.96,6847, 108897,55.19,299.0,2023-10-16,190.55,2024-06-04
STANLEY,EQ,2024-10-04,476.25,476.25,487.35,464.1,472.0,472.05,475.68,93281,443.71,8231, 48192,51.66,627.5,2024-07-12,470.2,2024-06-28
STAR,EQ,2024-10-04,1424.85,1438.25,1473.0,1403.6,1449.0,1457.9,1455.0,411379,5985.57,23959, 238689,58.02,1471.0,2024-10-03,467.0,2023-11-06
STARCEMENT,EQ,2024-10-04,212.64,213.7,213.7,206.31,208.0,208.36,208.77,348353,727.25,11050, 146877,42.16,256.0,2024-05-22,147.0,2023-10-25
STARHEALTH,EQ,2024-10-04,590.0,590.2,593.75,573.55,578.2,580.15,582.37,676604,3940.37,37099, 434409,64.2,647.0,2024-09-09,454.8,2024-03-01
STARPAPER,EQ,2024-10-04,221.55,224.55,226.36,219.01,222.0,222.2,222.68,26568,59.16,1169, 7297,27.47,288.0,2024-02-02,200.0,2024-06-04
STCINDIA,EQ,2024-10-04,166.84,166.0,168.49,161.02,164.7,162.21,164.87,78468,129.37,2188, 30825,39.28,252.0,2024-07-26,109.0,2023-10-27
STEELCAS,EQ,2024-10-04,802.15,804.25,813.85,782.0,782.0,797.5,799.56,23937,191.39,2338, 14685,61.35,834.0,2024-09-30,575.5,2023-12-08
STEELCITY,EQ,2024-10-04,92.95,94.2,95.24,93.11,93.6,93.87,94.15,19746,18.59,357, 9052,45.84,109.7,2024-05-07,62.1,2023-10-23
STEELXIND,EQ,2024-10-04,12.56,12.55,12.9,12.41,12.5,12.51,12.63,3433900,433.57,5592, 1307179,38.07,18.4,2024-01-30,7.8,2023-10-09
STERTOOLS,EQ,2024-10-04,549.95,549.95,587.0,535.0,558.5,559.85,566.62,356236,2018.51,12795, 95934,26.93,639.85,2024-09-20,304.35,2024-03-28
STLTECH,EQ,2024-10-04,124.61,125.5,126.7,122.56,125.21,125.06,125.28,2961610,3710.35,22667, 1285824,43.42,169.95,2023-10-20,109.5,2024-06-04
STOVEKRAFT,EQ,2024-10-04,859.25,867.85,904.95,840.45,880.0,877.45,884.43,177648,1571.18,12790, 76033,42.8,967.5,2024-09-20,409.5,2024-03-27
STYLAMIND,EQ,2024-10-04,2087.8,2100.0,2180.0,2010.0,2154.0,2148.3,2134.91,46580,994.44,8010, 28037,60.19,2264.5,2024-09-09,1414.0,2024-06-04
STYLEBAAZA,EQ,2024-10-04,411.05,410.0,410.0,380.7,381.35,383.4,390.9,1347711,5268.15,32034, 584236,43.35,431.15,2024-09-06,340.6,2024-09-16
STYRENIX,EQ,2024-10-04,2561.6,2565.0,2583.75,2402.7,2499.0,2462.3,2504.48,53104,1329.98,9157, 29898,56.3,2880.0,2024-08-26,1033.2,2023-10-12
SUBEXLTD,EQ,2024-10-04,28.24,28.05,28.36,27.05,27.2,27.14,27.63,5232488,1445.82,13610, 1756366,33.57,45.8,2024-02-07,22.5,2024-06-04
SUBROS,EQ,2024-10-04,729.2,730.0,732.85,696.15,711.0,700.65,709.59,127473,904.54,13369, 54150,42.48,827.4,2024-08-28,350.65,2023-10-26
SUDARSCHEM,EQ,2024-10-04,1056.05,1063.3,1072.65,1031.5,1043.4,1041.75,1054.13,137781,1452.39,14644, 50701,36.8,1149.0,2024-09-30,437.1,2023-10-26
SUKHJITS,EQ,2024-10-04,560.5,568.9,570.0,535.35,543.05,548.3,552.56,15188,83.92,989, 7505,49.41,628.8,2024-09-10,392.3,2023-10-26
SULA,EQ,2024-10-04,453.85,453.5,463.0,451.0,456.7,456.35,457.51,435670,1993.25,27416, 232680,53.41,699.0,2024-01-09,447.0,2023-10-26
SUMICHEM,EQ,2024-10-04,548.5,555.0,562.7,539.4,551.4,550.55,552.25,379573,2096.18,19971, 121709,32.06,628.3,2024-09-10,336.1,2024-03-14
